var,label,n,b_podonly,p_podonly,b_podplus,p_podplus,b_platonly,p_platonly,q_podonly,q_podplus,q_platonly
Q12H,Feeling unwelcome or out of place when participating,18530,0.14984163996293873,0.0005503455636219336,0.053549891795010164,0.18320763482725844,-0.04241072293029759,0.12597099515383214,0.0016655194688558518,0.3398206129860439,0.1857264672139833
Q12I,You have no desire to get involved,18523,0.08770132776064513,0.056475656623143154,0.04721056736927312,0.26911880278879985,-0.028805772736510256,0.2994716424998686,0.11394211423967478,0.4485313379813331,0.3798255845280078
Q13,"In the past 12 months, have you volunteered or actively particip",18575,0.07024122190012458,0.13633524781141834,-0.03120773391962748,0.4632870974620612,0.06725112816898032,0.011750951276923549,0.22722541301903057,0.6342620977159171,0.023708059593793126
Q14A,An American,18593,-0.01071065935764412,0.7984335443887615,-0.018211371286422706,0.6334701246439904,-0.10963705565978511,1.7078133525429803e-05,0.8662250717425242,0.7780582363985412,0.00010911029752357929
Q14B,A member of your local community,18580,-0.050386575400024294,0.26531824635330103,-0.04772078129085112,0.2147672451654099,-0.10510952296332322,4.716498800596091e-05,0.38139497913287024,0.3859098936565959,0.0002582844581278812
Q15A,Not being able to afford basic necessities like food or housing,18587,0.02215755548679398,0.5852157498971524,0.008869961635693924,0.8080667183147809,-0.09077849889869141,0.0004318483158452059,0.6867327677364544,0.9022104136524253,0.0015049259491575358
Q15B,Not having access to necessary healthcare,18582,-0.010037055839945639,0.8163876055189551,-0.03527620978816255,0.39624016890523406,-0.06700945846119327,0.012838388698155831,0.8774259311652322,0.5672166749582941,0.025455425867033116
Q15C,"Feeling targeted or excluded due to race, gender, disability, or",18582,0.043785905458207985,0.3019876544740635,-0.008315565466063435,0.8402606205872044,-0.05992259255505448,0.027564602818175677,0.412592571065883,0.9120365563266937,0.04802923218318489
Q16,How concerned are you about being affected by crime or violence ,18585,-0.17319821481513661,0.00012274604425446415,-0.0806699339561506,0.054366846540519306,0.005996896943353718,0.8319895887441018,0.0004872742070303091,0.14703957275190002,0.8542750241568902
Q18A,Religious or faith leaders,18558,0.07703633845597038,0.10194710987437022,0.08139354683520202,0.057537224120308705,0.053547196069827566,0.04557030381476041,0.18909544573471895,0.14703957275190002,0.07595050635793402
Q18B,Business leaders,18543,0.2096142092691337,4.690126450708733e-06,0.09811127567045169,0.02294294047156242,0.11579238251676269,1.607266924355909e-05,2.8916061701664623e-05,0.08245119231967744,0.00010872688017701737
Q18C,Elected officials,18552,0.2958799593880783,9.29425101050568e-11,0.09465070677451298,0.02849777106663074,0.15751434199890485,5.382934081581673e-09,1.3360485827601915e-09,0.0963895197841922,1.2380748387637848e-07
Q18D,Education officials,18539,0.2612639104873158,1.2701869223914989e-08,0.2102204607441166,2.629927676633051e-07,0.13359228019885827,9.087481800516578e-07,1.217262467291853e-07,1.0081389427093361e-05,1.1611782300660071e-05
Q18E,"Family, friends, and/or neighbors",18567,0.00804794209139834,0.8481831335176709,0.0731105215471574,0.09592891300030265,0.03485775702039733,0.19222857533522908,0.9031579662456681,0.21215048067374626,0.2631700733756112
Q20A,X (formerly Twitter),18546,-0.08188011398402392,0.06700403770472083,-0.02110106401675708,0.5346222243155623,0.03243187401476641,0.15555544994512305,0.1328528333800499,0.7149018115847635,0.22361095929611438
Q20B,Facebook,18560,0.21267505540941262,6.040319427805193e-07,0.04610244917360257,0.2336019800328265,0.025505443428803624,0.3003817898494666,4.086098436456454e-06,0.4070337530875007,0.3798255845280078
Q20C,Truth Social,18534,-0.0744241759598393,0.13470207107130097,-0.15107527481231742,0.0012038252033196755,-0.009078475136179308,0.7228233912689537,0.22722541301903057,0.008652493648860168,0.779756819414371
Q20D,Instagram,18546,0.056789723728953204,0.16008240372415872,-0.032217189575770834,0.38515048391625617,0.050550438428028366,0.02304640389338765,0.2556871726149757,0.5672166749582941,0.04344813848753409
Q20E,Parler,18518,0.0467596116667565,0.23854413812544373,-0.010098655835775894,0.7955617382963548,0.009284459623526703,0.72906945607548,0.34724779600539274,0.8969568618047138,0.779756819414371
Q20F,TikTok,18543,0.1719963573559089,5.374620800019189e-06,0.15263455561177636,2.8843633155226764e-06,-0.0069747543510404585,0.7695631138540863,2.8916061701664623e-05,4.404715891964974e-05,0.8061818822343071
Q20G,Rumble,18520,-0.3840487044241029,6.823637132509149e-09,-0.10594127584674654,0.018496735910842003,-0.06704129870615089,0.006661544556505176,7.847182702385521e-08,0.07090415432489434,0.014454294792416892
Q20H,Gab,18524,0.08456119201041608,0.0267240110379969,0.017827655341252555,0.6359780367083728,-0.020816183486139152,0.46471898701351,0.060260024889600854,0.7780582363985412,0.5344268350655366
Q20I,Discord,18533,-0.02246724748171698,0.6230097171985112,0.09268738539200151,0.008896189017781409,-0.06787281557223895,0.00791782379582598,0.7164611747782879,0.04092246948179448,0.016555449754908868
Q20J,Twitch,18516,0.031919420374957874,0.4346469121348405,0.02933357140254451,0.3995178319271463,0.047988257077236716,0.042456032265164596,0.5517217932338131,0.5672166749582941,0.07180064280138129
Q20K,YouTube,18572,-0.25085578021165655,3.557771975978214e-11,-0.16317643326200917,3.0641501857147644e-06,-0.12172417209444902,1.0704569545395289e-07,5.844911103392779e-10,4.404715891964974e-05,1.758607853886369e-06
Q20L,Snapchat,18531,0.20188339281821308,1.43032590796442e-07,0.1026489875826691,0.0027417217462519824,0.04177494211586382,0.0850602230066014,1.0965831961060553e-06,0.01589518781167498,0.13214808171996478
Q20M,Reddit,18529,-0.011370521432411693,0.7874836510083808,-0.011896372438966473,0.7274769894738422,-0.010499947687918698,0.6562329408825738,0.8662250717425242,0.8624727194792975,0.7187313162047237
Q20N,Bluesky,18542,0.01822396699607412,0.6604574321697374,-0.13566662425391765,0.005677932245341555,-0.022669069368350413,0.37278024111631414,0.7446333794070569,0.028389661226707774,0.4465596638372513
Q21,"On average, how much time PER DAY do you spend actively using so",18627,3.191891195797325e-16,0.8948304098865625,-4.2587461335230614e-16,0.8487470346284879,-1.3166551182663966e-15,0.35526844680676684,0.9289909552195038,0.9120365563266937,0.43006180402924404
Q22,The experiences and beliefs of people like me are valued and res,18516,-0.0638440872533179,0.15607071617591053,-0.04248602334091028,0.31468256190599864,-0.08936306624354581,0.0008375554420455989,0.2556871726149757,0.509697107312533,0.002603212860411997
Q23,How much power do ordinary citizens have to create change in our,18509,0.07855606352585043,0.08682251751981762,0.05960151881787478,0.16504443441927186,-0.03570013216139806,0.19718895937969338,0.16368179532424632,0.32275124297608904,0.26678506269017344
Q24A,Voting,18568,-0.07778673071221161,0.0842232090718403,-0.011742826483618206,0.7361320651327397,-0.17301060616170968,6.782250193623937e-11,0.16142781738769393,0.8638284437782149,2.599862574222509e-09
Q24B,"Contacting elected officials by letter, email, or phone",18569,-0.07237737653378387,0.11337522602059542,-0.07677037503073225,0.062301976473252973,-0.08255210089245324,0.002222394204741099,0.20239140638569103,0.15575494118313243,0.005808530307846054
Q24C,Non-violent protests and demonstrations,18570,-0.03742216976564729,0.4365798537763217,-0.08087756342935243,0.04538258260702798,-0.060278980617249164,0.02393239503084693,0.5517217932338131,0.1338204358925184,0.0443907327185064
Q24D,Campaigning for political candidates or issues,18566,-0.07227518020594403,0.12678910933600304,0.07730949958216335,0.03778897209026774,-0.12085042500143628,1.3638702749001268e-05,0.22092041778242955,0.12145295872529886,9.802817600844662e-05
Q24E,Donating money to candidates or causes,18562,-0.04080616298258946,0.39407846738012087,-0.0032383410898959714,0.9313379941226643,-0.08590647443472443,0.0014833532811583594,0.5209083189507345,0.9562845475366641,0.004264640683330283
Q24F,Attending town hall meetings,18564,0.0334991061478854,0.45574855194698727,0.02935577582212786,0.45913413630402733,-0.09415382080017723,0.0007785094010252971,0.569685689933734,0.6342620977159171,0.0024869050310530323
Q25,To what extent did you receive formal education about government,18520,-0.062339279670322253,0.15923251276405725,-0.050553345873298135,0.20939551289965497,-0.09880921439419284,0.00011236558876893295,0.2556871726149757,0.3822299044993702,0.0004970016426318188
Q26,"Growing up, how much did your parents, relatives, or other adult",18484,-0.09368218180421022,0.03998056869252363,-0.05190550894388304,0.22819111781100387,-0.12518370827905378,1.3001033061913875e-06,0.08514380369704107,0.4037227468963915,1.4951188021200956e-05
Q27,"If you had to choose, which one of the following words or phrase",18424,4.8510327349925685e-05,0.9991827046540245,-0.021533838851286916,0.5985013487983106,-0.12337124433917572,9.308496969932457e-06,0.9991827046540245,0.7780582363985412,8.154135449184804e-05
Q29,"Whether or not you agree with current political leadership, how ",18466,-0.02249573595264418,0.5957383329115138,-0.0509778889080423,0.13557527253825147,-0.0546923249638611,0.02129404331685634,0.6920192756042837,0.2834755698527076,0.04081358302397465
Q30A,Democracy is the best form of government.,18571,-0.2150998077308794,1.9641532023221163e-05,-0.006594258235567214,0.8695538302767267,-0.21079418148097898,3.702201876020494e-15,9.035104730681735e-05,0.9120365563266937,4.2575321574235677e-13
Q30B,Most people in the U.S. are committed to having a strong democra,18563,-0.17812915147029573,0.00044887882972438853,-0.11404704410708297,0.012007573661115963,-0.11921775580976689,1.0860137724354722e-05,0.001395163930224451,0.053110421962628294,8.326105588671954e-05
Q30C,U.S. political leaders are committed to having a strong democrac,18579,-0.31674100714770326,3.287526440720991e-13,-0.12550060363609633,0.0008747181596444326,-0.0600591510258356,0.01976789985157616,1.5139275346074617e-11,0.006706172557273983,0.03853065225307217
Q31,I trust that U.S. political leaders will be held accountable to ,18502,-0.31358886996396246,2.966518567254964e-12,-0.1701480110977597,1.406222975528186e-05,-0.08661851450057692,0.0006567975783565262,6.822992704686417e-11,0.0001617156421857414,0.0022185041630548483
Q32A,"Every citizen should have the right to vote, even if they are un",18578,-0.013771523931967912,0.7923949406893193,0.008676437961050061,0.830960417415415,-0.08965708705596918,0.0016565296830906959,0.8662250717425242,0.9120365563266937,0.004646363745254391
Q32B,People who have beliefs that are extreme or radical should be pr,18577,-0.175267547380443,0.00019443806758095785,-0.20105177046733308,2.658040162161352e-06,0.0071183207973948325,0.7930168719954189,0.0006987618053690672,4.404715891964974e-05,0.8215940565718305
Q32C,It is reasonable to assume that people who oversee elections act,18563,0.07456311447898806,0.1143951427397384,-0.09250156061036362,0.025692988403387816,0.07964408116352373,0.0023496884089678166,0.20239140638569103,0.08953617170877572,0.006004759267362198
Q32D,The news media should take more direction from the government wh,18559,-0.3539499414852869,2.133315278379692e-17,-0.24927939172263225,2.171621593331636e-12,-0.00773651535755231,0.7711304960502068,2.4533125701366457e-15,2.4973648323313814e-10,0.8061818822343071
Q32E,Laws should be created based on what is best for the majority of,18570,0.01618746165212111,0.7229516094401862,-0.12909853036220348,0.002417193721558597,-0.01387576873973015,0.6171559743675308,0.8071789814138001,0.0154431821099577,0.6890576412841363
Q32F,"Citizens, including those who hold radical views, should be able",18583,0.1739560168087414,0.00013135217754730073,0.180313582268409,1.4611647962976323e-07,0.0024999986091592827,0.9276872205555043,0.0004872742070303091,8.401697578711385e-06,0.9358248277533596
Q32G,More power should be given to presidents and the executive branc,18566,-0.17331172829945785,0.0001233653110158073,-0.10129170842030823,0.004534872140408182,-0.02371396404712789,0.34645373196310547,0.0004872742070303091,0.023705013461224587,0.4257224379200271
Q32H,The economic differences between the rich and poor in the United,18573,-0.15655712233225266,0.0003091233770580809,-0.03451470841326631,0.36708995146620427,0.03267269070089521,0.1835255613078418,0.001045564363578803,0.5672166749582941,0.2542824042217085
Q32I,Society should aim to reduce the economic differences between th,18567,-0.16331641296453703,0.00020125726634576154,-0.06899552892110028,0.08531757093653804,0.01592216689621547,0.5217951016428108,0.0007013510796897751,0.1962304131540375,0.5941231355338935
Q32J,Americans expect much more from government than it can reasonabl,18576,-0.10991461792617876,0.021992011769112967,0.016496967541661568,0.7035605558110146,-0.026583139800365464,0.32557501711865866,0.05268919486349982,0.8516785675607019,0.4069687713983233
Q33A,The Supreme Court and judicial branch,18563,-0.16393780970051985,9.433094975759227e-05,-0.010305172417052453,0.7857043696300354,-0.07907118744726885,0.0013810982708325583,0.00041723304700473505,0.8946138862124166,0.004072469260147288
Q33B,Congress and the legislative branch,18551,-0.3197532909172932,3.9493761772368567e-13,-0.19559196314038374,1.1284454286511914e-06,-0.08835883991715227,0.0006751969191906061,1.5139275346074617e-11,3.244280607372175e-05,0.0022185041630548483
Q33C,The presidency and executive branch,18561,-0.13738872273498515,0.00012111061204836641,0.0038561062039104864,0.9097399106000936,-0.038540515456302514,0.08618353155649877,0.0004872742070303091,0.9425233308018989,0.13214808171996478
Q33D,The people’s role in the democratic process,18568,-0.23302798723782825,5.190527393665616e-07,-0.07553639591519991,0.06829874296065053,-0.16186632776454257,2.743078787873757e-09,3.7306915641971613e-06,0.16711394554201722,7.88635151513705e-08
Q33E,How elections are administered,18566,-0.28212191313837176,1.4347310741262417e-08,-0.1344966682278688,0.002764380488986953,-0.1794817114183378,2.2632548717745423e-11,1.269185180957829e-07,0.01589518781167498,1.3013715512703618e-09
Q33F,The criminal justice system,18562,-0.23749383817199715,9.91037169929377e-08,-0.17639911383128476,5.098655612757551e-06,-0.10953180194915649,3.3897603773240095e-05,8.140662467277024e-07,6.514948838523537e-05,0.00020516970704855848
Q33G,That all people are treated equally under the law,18563,-0.19754636989428642,8.338308661442338e-06,-0.08248171953476578,0.04005407793776761,-0.09567639197593147,0.00028905250858684526,4.1691543307211684e-05,0.1244924044011696,0.0010722915641124904
Q33H,Freedom of the press,18568,-0.2123362043260109,1.3356643222796292e-05,-0.14090710648495008,0.00154126301186088,-0.10057094884980376,0.00027345443441987834,6.400058210923223e-05,0.010426190962588306,0.0010482419986095337
Q33I,"Division of power between the federal judicial, legislative, and",18572,-0.21141621332980806,5.265437172649435e-06,-0.15598502936055444,5.261904762564559e-05,-0.0743203695721489,0.004731797163837922,2.8916061701664623e-05,0.0005042658730791036,0.01088313347682722
Q33J,"Division of power between federal, state, and local governments",18558,-0.17823185797072041,0.00013116391719721545,-0.07543271725878753,0.051527695891669,-0.12443009820010058,3.6051769847597023e-06,0.0004872742070303091,0.1445289031107789,3.4549612770613816e-05
Q34A,Local voting procedures and laws make it easy for people like me,18589,-0.04950114260339948,0.2951142322409077,6.022643941404468e-05,0.9987860207633273,-0.08623175405122507,0.001717033222967519,0.412592571065883,0.9987860207633273,0.004701400491458683
Q34B,"If I had a concern, I know how to share it with my elected offic",18576,-0.08526740922308562,0.07226110097583399,-0.012245555659863898,0.7724349591200794,-0.13415285506876612,8.218168297713648e-07,0.14084790868171032,0.8946138862124166,1.1611782300660071e-05
Q34C,People like me can effectively share their opinions and experien,18579,-0.12020552183677802,0.013910437177330695,-0.10987513346150582,0.0147382936490735,-0.11708187881699653,3.756369482813563e-05,0.03477609294332674,0.06053227748726615,0.0002159912452617799
Q34D,I would feel comfortable openly expressing my opinions about the,18582,0.027415386365046583,0.5691187389900616,0.006618329244491841,0.8723827930081418,-0.06257218582478943,0.024512297648794788,0.6817568227485113,0.9120365563266937,0.044744670311292076
Q35A,Government decisions generally reflect what the majority of peop,18572,-0.2709322764137739,4.53202552141151e-10,-0.18576301133122444,2.029397240512794e-06,-0.08327361956967728,0.002148752761291075,5.790921499581373e-09,4.404715891964974e-05,0.00574666436159241
Q35B,Government is sensitive to the interests of people like me when ,18558,-0.2962279834737165,4.223393133709108e-12,-0.11258596272391629,0.004105840831297972,-0.08068144093301582,0.0033497923408475584,8.094836839609124e-11,0.02248436645710794,0.008195654045769114
Q35C,Government includes many people who have similar backgrounds and,18566,-0.2109481516925349,5.531768325535841e-06,-0.10289380599871562,0.016554239746303896,-0.12816532479865678,2.589209945331492e-06,2.8916061701664623e-05,0.06564612313189476,2.7069013064829232e-05
Q35D,Government decisions usually attempt to serve the best interests,18572,-0.32816295095839054,9.313027370244526e-13,-0.1574038891216643,3.7187879420501246e-05,-0.10265649242274986,0.00013863954349514334,2.6774953689453013e-11,0.00038878237575978576,0.0005905017593311661
Q35E,Our government’s laws and policies are careful to uphold freedom,18564,-0.26024861189055243,1.0630632767080941e-08,-0.12694815306426627,0.00042077086919756744,-0.14309372098456352,5.726243130407262e-08,1.1113843347402802e-07,0.003722203842901558,1.0975299333280585e-06
Q36A,government responsibility attitudes,18456,0.1407839965027604,0.0008116641252338833,0.07181248686100791,0.04160602124296173,-0.04394842832485042,0.08294848765419882,0.0023933685744076047,0.1259129590247526,0.13067227507168308
Q36B,political opinions attitudes,18445,-0.16424363337355272,0.0004034700076904614,-0.13321692037225455,0.0006649401989479414,-0.07169312304971384,0.0082340751208457,0.0013256871681258016,0.005462008777072375,0.01690926140887956
Q36C,political compromise attitudes,18391,0.1513104902436856,0.005081862797318774,-0.02133116161133989,0.62742984122985,0.05178466425915086,0.06978612554551751,0.01359102841143393,0.7780582363985412,0.11303386532020442
Q36D,political participation attitudes,18349,-0.10586791830710884,0.02960927474709914,0.00768402144424855,0.8610402372423641,-0.029419127353372442,0.3005576364525975,0.06424653954559248,0.9120365563266937,0.3798255845280078
Q36E,bridging differences attitudes,18457,0.02626588123879256,0.5774093421425394,-0.0009156433660111249,0.9824457720232119,0.04763104605752159,0.07933691341557289,0.6845574674885776,0.9910637173918365,0.12671868114987336
Q36F,cultural change attitudes,18418,-0.13276907924392653,0.002901414468518958,-0.04277936075582747,0.2907815111638634,-0.015501236574084847,0.5672041622811019,0.007944349139992386,0.477712482626347,0.6394948888463404
Q36G,national diversity attitudes,18396,0.14050424726921537,0.008541187879979933,0.03599656102540076,0.40920092990866797,0.07840053829039621,0.007525649229224059,0.022323559231765735,0.5738793529206929,0.01602684558075494
Q36H,leadership style attitudes,18457,-0.17288976442802512,0.0004313303894473857,-0.05935713911740911,0.16558542030947176,-0.05442352342891494,0.04994094085243458,0.0013778609662902597,0.32275124297608904,0.08204583140042823
Q36I,influence of wealth individuals and business attitudes,18414,0.053011241871137205,0.3026322770618578,0.060601696763770474,0.17567357254269855,-0.043196386369353884,0.14874514916716147,0.412592571065883,0.33118788266246446,0.2165277487876401
Q36J,facts and opinions attitudes,18445,-0.07230746136914917,0.11223103312996288,-0.06985197110181547,0.04884688536669158,0.022231586911373696,0.45562306039350897,0.20239140638569103,0.14043479542923828,0.5292591105581165
Q36K,political violence attitudes,18445,0.04343587459248917,0.38388197749743413,-0.060207128391787865,0.14347241207814415,0.09119438287824594,0.0029498048212655502,0.5133305513047084,0.29284408354663,0.007374512053163875
Q37,"Do you think young people today are more likely, less likely, or",18587,-0.09294363092382237,0.048783052320740844,-0.014904087395040476,0.7216096185922052,-0.030898078681491935,0.2628142866222374,0.10200092757973085,0.8624727194792975,0.34345048819951474
Q38,Thinking about the perspectives you hear and read about politics,18430,0.05839832053108471,0.21991529745140703,0.07868809408841439,0.057024951306776345,-0.021774520065959306,0.4372566648456444,0.32423409239630524,0.14703957275190002,0.5131073107882562
Q40,Have you ever served in the U.S. armed forces?,18529,0.02120963523643817,0.6591052576632382,0.00878902390230512,0.846268015539881,-0.01193101250472534,0.6344767637278037,0.7446333794070569,0.9120365563266937,0.7015848829682445
Q44,"How often do you usually attend church, synagogue, mosque, or te",18565,0.03440476296207321,0.48924545355114313,0.08846234758276618,0.038020056644441386,0.07562018860433874,0.0038227316690304966,0.5985449697700155,0.12145295872529886,0.008971717182418513
Q46,Would you describe yourself as a born-again or Evangelical Chris,18582,0.10024485420188974,0.029494416902762867,0.01911004836891727,0.6356280308775109,0.07592438929442946,0.006521936129781171,0.06424653954559248,0.7780582363985412,0.014423512594708358
Q47,Are you currently registered to vote?,18535,-0.02552979286564197,0.48353229056678326,-0.035307662578457466,0.10019772512299595,0.13645685589771353,9.926773590311936e-06,0.5979162732815062,0.21741015828574592,8.154135449184804e-05
strong_partisan,strong_partisan,12148,-0.0006406905426748354,0.991367340462333,0.08498807811413582,0.0800681087212532,-0.03331896112273327,0.3479818188215874,0.9991827046540245,0.19170210730635365,0.4257224379200271
ap_gap,ap_gap,18533,0.04973645978453421,0.1915377261447343,0.10192252708576732,0.006079652518111111,-0.07953066320462907,0.0008894714402581732,0.28982682245584795,0.029131668315949075,0.0026918214639392087
