var,label,n,b,p,q
Q32G,More power should be given to presidents and the executi,498,-0.08284860645720234,0.1131650378568878,0.2263300757137756
Q32H,The economic differences between the rich and poor in th,498,0.13462578204618636,0.0300627075190169,0.08725289313315042
Q32I,Society should aim to reduce the economic differences be,498,0.1696925897430143,0.00012044668309780554,0.0008431267816846388
Q32J,Americans expect much more from government than it can r,498,-0.14583041929526525,0.00013166430001765127,0.0008731422001170559
Q33A,The Supreme Court and judicial branch,498,-0.24879502650020402,3.2363824454979933e-06,5.825488401896388e-05
Q33B,Congress and the legislative branch,497,-0.10359088448404997,0.050899207781948536,0.1276708820257296
Q33C,The presidency and executive branch,497,-0.0911625112245191,0.013964950317074783,0.05175246293974773
Q33D,The people’s role in the democratic process,498,-0.14813565194774808,0.048897930000100356,0.12636086767058105
Q33E,How elections are administered,498,-0.1313920442298978,0.00011402463622637718,0.0008431267816846388
Q33F,The criminal justice system,497,-0.20623338206866032,6.691319176684375e-11,4.215531081311157e-09
Q33G,That all people are treated equally under the law,495,-0.20810323294473007,1.547658098108286e-05,0.00020163638751219846
Q33H,Freedom of the press,497,-0.22343478800125333,7.24580468842024e-05,0.0007022856851853464
Q33I,"Division of power between the federal judicial, legislat",498,-0.2224875587272622,0.0011594582361612543,0.006087155739846585
Q33J,"Division of power between federal, state, and local gove",497,-0.27723426545774343,7.567324772842405e-07,1.906965842756286e-05
Q34A,Local voting procedures and laws make it easy for people,498,-0.2794233795201577,9.47869394198224e-08,2.9857885917244055e-06
Q34B,"If I had a concern, I know how to share it with my elect",497,-0.1507331046893647,0.003955933325514596,0.019937903960593566
Q34C,People like me can effectively share their opinions and ,498,-0.22386538395428157,1.2314401200230342e-11,1.5516145512290233e-09
Q34D,I would feel comfortable openly expressing my opinions a,498,-0.1065698889088849,0.00014288760259165826,0.0009001918963274471
Q35A,Government decisions generally reflect what the majority,498,-0.11652656791916113,0.0768464422638252,0.16411274110579618
Q35B,Government is sensitive to the interests of people like ,498,-0.1844848537624472,0.020474008470117287,0.06614679659576354
Q35C,Government includes many people who have similar backgro,497,-0.12951931485182278,4.674842753945823e-05,0.0005028512783827924
Q35D,Government decisions usually attempt to serve the best i,497,-0.23238206864644317,0.00011598084039160004,0.0008431267816846388
Q35E,Our government’s laws and policies are careful to uphold,496,-0.2587946675385113,1.0178023244070184e-06,2.1373848812547386e-05
Q36A,government responsibility attitudes,496,-0.08289614381330733,0.35962424134023707,0.4979412572403283
Q36B,political opinions attitudes,497,-0.059131944284162616,0.14178121318589204,0.27067322517306663
Q36C,political compromise attitudes,498,0.0711551746484961,0.18645972691239043,0.3210681151697206
Q36D,political participation attitudes,497,0.07928910973633824,0.19602883310186336,0.32499517066887873
Q36E,bridging differences attitudes,496,0.11674492846582321,0.009682341459672804,0.04206810427306115
Q36F,cultural change attitudes,494,0.03241064639847842,0.43215469423333863,0.5731735944568491
Q36G,national diversity attitudes,496,-0.11213217602761705,0.018557620969147016,0.06319622275979794
Q36H,leadership style attitudes,497,0.10714851615409324,0.05520004888834833,0.13293397664223822
Q36I,influence of wealth individuals and business attitudes,497,0.17295355508552124,0.006000231028199193,0.029078042675119167
Q36J,facts and opinions attitudes,497,0.07334826038897632,0.31570365587602467,0.446605310539912
Q36K,political violence attitudes,497,0.04386076564214099,0.39156287355883723,0.5305045383700375
Q37,"Do you think young people today are more likely, less li",498,0.05904138272452591,0.19959875474460387,0.3266161441275336
Q38,Thinking about the perspectives you hear and read about ,495,-0.057151976015388475,0.1523483694518624,0.28229256692550975
Q40,Have you ever served in the U.S. armed forces?,495,0.050218171371384894,0.24766151727609664,0.36458116624365955
Q44,"How often do you usually attend church, synagogue, mosqu",498,-0.08948825190917999,0.18856381367110575,0.3210681151697206
Q46,Would you describe yourself as a born-again or Evangelic,498,-0.037206847654188004,0.5124818053298192,0.6474320417596288
Q47,Are you currently registered to vote?,497,0.046485396148621815,0.025782380139999797,0.07734714041999939
cyn8,cyn8,498,0.26262016178832576,6.892782799004096e-08,2.8949687755817208e-06
q33e_rev,q33e_rev,498,0.13139204422989778,0.00011402463622637599,0.0008431267816846388
excl,excl,498,0.204013085013638,0.05591667271459226,0.13293397664223822
econ_griev,econ_griev,498,0.207931732171051,0.00019900899961278562,0.0011940539976767139
disaffect,disaffect,498,0.13693722078971873,0.025318824184079675,0.07734714041999939
nplat,nplat,498,0.024057376562451584,0.5799663888378366,0.6959596666054039
nsrc,nsrc,498,-0.028617439231832856,0.548165903628591,0.6658757591548361
sm_hours,sm_hours,497,0.10161707759683955,0.16595976015211455,0.2945201377347385
age,age,508,0.046515044710960435,0.6377192548869647,0.7323812964699341
edu,edu,508,-0.15876751188287436,0.020135313607827224,0.06614679659576354
income,income,499,0.27119303538771977,0.01812665529833157,0.06319622275979794
female,female,508,0.045991915088856916,0.3850745683478748,0.5273847349112198
white,white,508,-0.024333052815536778,0.6307533668580623,0.7323812964699341
attn,attn,508,0.1592490794461877,0.05167630939136674,0.1276708820257296
