show_id,show,host_index,n_hosts,host_name,final_source,confidence,final_cfscore,real_occupation,matched_bonica_cids,alt_names,notes
1634341981,Antiwar News With Dave DeCamp,0,1,Dave DeCamp,google_single_match,high,-0.616,"News editor/host at Antiwar.com; before journalism, worked as a merchant-marine mate in NYC (SUNY Maritime College grad) before moving to Brooklyn NY and later rural Virginia.",35921283384,David DeCamp,"Occupation 'mate' / employer 'NYC DOT Staten Island Ferry', NY, is a striking match to his documented pre-journalism career as a maritime worker in NYC. The TX record has no occupation/employer info and doesn't fit his known NY/VA residency, so it's likely a different Dave DeCamp."
1531192509,Bad Faith,0,1,Briahna Joy Gray,unresolved_too_many_homonyms,none,,,,,"19 same-name donors, no media signal, not sent to Google"
1721813926,Bad Hasbara - The World's Most Moral Podcast,0,2,Matt Lieb,clean_donor_unique_via_occupation,high,-1.147,,,,occ=comedian|emp=qatar
1721813926,Bad Hasbara - The World's Most Moral Podcast,1,2,Daniel Maté,no_dime_record,none,,,,,
1485351658,Bannon`s War Room,0,2,Steve Bannon,google_multi_record_merged,high,0.348,Media executive/political strategist; ran Affinity Media (CEO/chair 2007-2011) and now hosts War Room from Washington DC.,109745887; 36013876828,Stephen K. Bannon; Stephen Bannon,"Employer 'Affinity Media' (CA, 2008) directly matches his confirmed CEO/chair role there 2007-2011; 'media executive, self, DC' (2020) matches his current War Room operation based in Washington DC."
1485351658,Bannon`s War Room,1,2,Natalie Winters,unresolved_too_many_homonyms,none,,,,,"13 same-name donors, no media signal, not sent to Google"
1868807558,Batya!,0,1,Batya Ungar-Sargon,no_dime_record,none,,,,,
124960485,"Best of the Left - Leftist Perspectives on Progressive Politics, News, Culture, Economics and Democracy",0,1,Jay Tomlinson,google_multi_record_merged,high,-1.331,"Podcast producer/host of Best of the Left since 2006 (full-time since 2010); based Sacramento CA originally, self-employed via his podcast.",5533355634; 26511771543; 32989074879; 35683028113; 35683028167; 35735840531,Jay! Tomlinson,"Multiple records explicitly list employer 'Best of the Left Podcast'/'Best of the Left' or occupation 'podcaster'/'producer'/'self-employed', an unmistakable, unique match to his show; the varying states (IL, DC, TN, AL) likely reflect different mailing addresses used over an 18-year span rather than different people."
1751785203,Brad vs Everyone,0,1,Brad Polumbo,clean_donor_unique,medium,-0.688,,,,occ=journalist|emp=brad polumbo
1876034889,Breaking News from Pod Save America,0,4,Jon Favreau,clean_donor_unique_via_occupation,high,-0.898,,,,occ=speechwriter|emp=us senator barack obama
1876034889,Breaking News from Pod Save America,1,4,Jon Lovett,google_multi_record_merged,high,-1.0318,"Co-founder of Crooked Media (Pod Save America), former Obama White House/US Senate speechwriter, then TV writer in LA before launching Crooked Media in 2017 (CA).",2562818158; 30521902630; 33225102225; 33758857594; 35379747456,Jonathan Lovett,"'Speechwriter, US Senate, DC' (2008) matches his confirmed job writing for then-Senator Obama; 'co founder, Crooked Media, CA' (2018-2024, 93 donations) is an unmistakable match. The NY-listed writer/producer records are less certain on state but plausible given his early NY ties before moving to LA."
1876034889,Breaking News from Pod Save America,2,4,Dan Pfeiffer,google_single_match,high,-1.085,"Pod Save America co-host, former Obama White House communications director; writer, based in the Bay Area, CA.",37711789433,Daniel Pfeiffer,"'Writer, self employed, CA' matches his post-White House career and California residence. The 'Danuta Pfeiffer' Oregon winery record is a different first name/person entirely."
1876034889,Breaking News from Pod Save America,3,4,Tommy Vietor,google_multi_record_merged,high,-0.8887,"Pod Save America host, former Obama NSC spokesman (DC), co-founder of Fenway Strategies; later based in CA with Crooked Media.",109632670; 3478198914; 35273153358,Thomas Vietor; Tom Vietor,"DC record (67 donations, 2014-2024) matches his Obama-administration years; 'founder, Fenway Strategies, CA' (162 donations, 2016-2024) is a confirmed direct match; the sparse 2006 record likely predates his political career start but shares the same name with no conflicting info."
1570045623,Breaking Points with Krystal and Saagar,0,2,Krystal Ball,google_multi_record_merged,high,-0.9107,"Breaking Points co-host; ran for US House in VA's 1st district (2010), later MSNBC's The Cycle, and writes a political column for Glamour magazine.",5000004625031531; 5000000107658712; 5000000107658713,Krystal Marie Ball,"The candidate record (VA, federal:house) is her 2010 congressional run; the 'columnist, Glamour magazine' donor records directly match her confirmed ongoing Glamour political column. The TX 'writer' and KY 'journalist' (0 donations, placeholder-looking dates) records are less certain and likely unrelated or data artifacts."
1570045623,Breaking Points with Krystal and Saagar,1,2,Saagar Enjeti,no_dime_record,none,,,,,
219258773,Brian Kilmeade Show,0,1,Brian Kilmeade,clean_donor_unique,medium,1.659,,,,occ=nan|emp=nan
1896576050,Brian Tyler Cohen,0,1,Brian Tyler Cohen,google_multi_record_merged,high,-1.072,"YouTube political commentator/podcast host, self-employed, based in Los Angeles, CA.",37682661779; 37714808810,Brian Cohen,"'Political host, self employed, CA' and 'content creator, self, CA' (both 2022-2024) directly match his YouTube commentary career. The 1992 NJ freelance-writer record predates his birth-era career and the 'Cohen, Brian S.' (MI, event producer) and 'Cohen, Brianne' (CA) records are different people."
1794450472,Bulwark Takes,0,3,Tim Miller,google_single_match,high,-0.99,"The Bulwark writer/podcast host, author, former RNC/Jeb Bush communications staffer; now based in Round Top, TX.",35764223222,Timothy Miller,"'Author, self, TX' (2018-2020) matches his book 'Why We Did It' and Texas residence. The three candidate records (MN, KY, WA politicians) and the radiologist/sewer-worker/HR/video-editor donor records are unrelated namesakes."
1794450472,Bulwark Takes,1,3,Sarah Longwell,google_multi_record_merged,high,0.6625,"Bulwark publisher, Republican strategist/pollster running a DC-based communications and consulting firm.",5000005854861864; 5000030287192666,,"'Self employed communications, DC' is a direct match to her career. 'Longwell, Sarah' is an uncommon name, so the sparse FL 2012 record (with a right-leaning cfscore fitting her pre-2016 mainstream-GOP consulting work) plausibly belongs to the same person."
1794450472,Bulwark Takes,2,3,Bill Kristol,no_dime_record,none,,,,,
1750591415,Candace,0,1,Candace Owens,unresolved_too_many_homonyms,none,,,,,"44 same-name donors, no media signal, not sent to Google"
1289062927,ChinaTalk,0,1,Jordan Schneider,unresolved_too_many_homonyms,none,,,,,"101 same-name donors, no media signal, not sent to Google"
1549502623,Cleanup on Aisle 45 with AG & Harry Dunn,0,2,AG Dunn,unresolved_too_many_homonyms,none,,,,,"27 same-name donors, no media signal, not sent to Google"
1549502623,Cleanup on Aisle 45 with AG & Harry Dunn,1,2,Harry Dunn,unresolved_too_many_homonyms,none,,,,,"65 same-name donors, no media signal, not sent to Google"
925428680,Conversations with Bill Kristol,0,1,Bill Kristol,no_dime_record,none,,,,,
1633301179,Countdown with Keith Olbermann,0,1,Keith Olbermann,clean_donor_unique,medium,-1.014,,,,occ=not employed|emp=not employed
1636762428,Dad Saves America,0,1,John Papola,google_multi_record_merged,high,1.2865,"Filmmaker (creator of the 'Fear the Boom and Bust' videos) and CEO of Emergent Order, based in Austin, TX.",34348590867; 444766250638,,"'CEO, Emergent Order, TX' (2016) and 'CEO, Emergent Order Foundation, TX' (2024) are both direct matches. The 'sports management, superpass sports, CA' record is an unrelated namesake."
1367201919,Deadline: White House,0,1,Nicolle Wallace,unresolved_too_many_homonyms,none,,,,,"14 same-name donors, no media signal, not sent to Google"
1660317917,Defending Democracy with Marc Elias,0,2,Marc Elias,unresolved_too_many_homonyms,none,,,,,"19 same-name donors, no media signal, not sent to Google"
1660317917,Defending Democracy with Marc Elias,1,2,Paige Moskowitz,clean_donor_unique_via_occupation,high,-0.926,,,,occ=social media manager|emp=democracy docket
1800671132,Destiny,0,1,Steven Bonnell II,unresolved_too_many_homonyms,none,,,,,"7 same-name donors, no media signal, not sent to Google"
78911087,Face the Nation with Margaret Brennan,0,1,Margaret Brennan,google_no_dime_record,none,,"CBS News chief foreign affairs correspondent and Face the Nation moderator (since 2018); previously Bloomberg TV/CNBC; based Washington DC, born Stamford CT.",,Margaret Mary Brennan,"Neither record fits her career: 'claims authorizer, Social Security Administration, AL' and 'copywriter, Big Fuel, NY' are both unrelated occupations in states she has no documented ties to. Margaret Brennan is a common name, so these are almost certainly namesakes."
1645614328,Fast Politics with Molly Jong-Fast,0,1,Molly Jong-Fast,no_dime_record,none,,,,,
983782306,Federalist Radio Hour,0,1,Matt Kittle,google_no_dime_record,none,,"30-year Wisconsin journalist, senior elections correspondent for The Federalist (Federalist Radio Hour), formerly executive director of Empower Wisconsin/MacIver Institute.",,Matthew Kittle; M.D. Kittle,"None of the records show Wisconsin, and the occupations (sales/marketing at a job board in OH, joint filer in AL, blank in MI) don't fit a career journalist who has been WI-based for three decades."
1570432345,Firing Line with Margaret Hoover,0,1,Margaret Hoover,google_single_match,high,0.595,"Firing Line (PBS) host since 2018; former Fox/CNN contributor, RNC deputy finance director, Bush administration DHS/White House staffer; NY-based, born Pittsburgh PA.",5000002545795645,,"'Management, Media One, NY' (2010-2014) fits her NY-based media/political-consulting career during her Fox/CNN contributor years, and the right-leaning cfscore matches her Republican background. The 'author, self, TX' 2020 record has a strongly liberal-leaning cfscore inconsistent with her politics and no known TX residence, so it's likely a different Margaret Hoover."
1072469956,Fox Across America w/ Jimmy Failla,0,1,Jimmy Failla,clean_donor_unique,medium,1.057,,,,occ=nan|emp=nan
1822142909,Glenn Diesen - Greater Eurasia Podcast,0,1,Glemm Diesen,no_dime_record,none,,,,,
1805186512,Going Rogue with Lara Logan,0,2,Lara Logan,clean_donor_unique_via_occupation,high,1.659,,,,occ=journalist|emp=self employed
1805186512,Going Rogue with Lara Logan,1,2,Luke Coffee,google_no_dime_record,none,,"TV/film producer and co-host of Going Rogue with Lara Logan; background in Hollywood post-production (NBC/Universal, Warner Bros.), ran production company RockHouse Films; based in Dallas/Fredericksburg, TX.",,,"Neither DIME record fits: one is a GA 'coffee const' (construction) donor, the other an IN 'indiana office systems' donor from 1990 — no TX film/production connection or occupation match. Both are likely unrelated namesakes."
1294461271,GZERO World with Ian Bremmer,0,1,Ian Bremmer,clean_donor_unique,medium,-0.808,,,,occ=president|emp=eurasia group
1467297559,Hacks On Tap,0,3,David Axelrod,clean_donor_unique_via_occupation,high,-1.0,,,,occ=diagnostic radiologist|emp=northwell health
1467297559,Hacks On Tap,1,3,Mike Murphy,google_multi_record_merged,high,0.597,"Longtime Republican political media consultant/ad-maker, co-host of Hacks on Tap, Co-Director of USC's Center for the Political Future; based in California.",33368993875; 36012438585,Michael E. Murphy; Michael Murphy,"Both records list occupation 'consultant writer' at 'Bonaparte Films LLC/Bonaparte Films' in CA (2014 and 2018-2024) — Bonaparte Films is Murphy's own media production company, a strong match. The 5 state-legislature/judicial candidates and other media donors (WA, IL, AR, TX, IN, NY professor, OR nurse) are unrelated same-name people."
1467297559,Hacks On Tap,2,3,John Heilemann,clean_donor_unique,medium,-0.872,,,,occ=journalist|emp=john heilemann
1725442221,Hawk Podcasts,0,1,Matthew Hawk,clean_donor_unique_via_occupation,high,-1.032,,,,occ=network administrator|emp=uw medicine
1579061364,Head in the Office,0,1,Jeremy Johnson,google_single_match,high,-0.997,Co-host of the leftist political podcast Head in the Office (with Gage); both hosts are based in Michigan.,36061204444,,"One record exactly matches: 'freelance writer podcaster webmaster', self-employed, Michigan, active 2020 — directly fits a MI-based podcast host. The other dozen+ Jeremy/Jere/J. Johnson records (CA network engineers, UT media/iWorks, OR writer, AK educator, TX oil & gas, etc.) are unrelated namesakes."
1493858530,Hood Politics with Prop,0,1,Jason Petty,unresolved_too_many_homonyms,none,,,,,"22 same-name donors, no media signal, not sent to Google"
1874174561,Hope For America with Heather Delaney Reese,0,1,Heather Delaney Reese,unresolved_too_many_homonyms,none,,,,,"23 same-name donors, no media signal, not sent to Google"
1585243541,Human Events Daily with Jack Posobiec,0,1,Jack Posobiec,no_dime_record,none,,,,,
1449848509,I Don't Speak German,0,2,Daniel Harper,clean_donor_unique_via_occupation,high,1.559,,,,occ=police officer|emp=columbus regional airport authority
1449848509,I Don't Speak German,1,2,Jack Graham,google_cannot_disambiguate,low,,"Online writer/podcaster on culture and politics from a 'Gothic Marxist-Humanist' perspective (Shabogan Graffiti blog, Eruditorum Press); co-hosts I Don't Speak German with Daniel Harper. Home country/state not clearly established (may be UK-based).",,,"No confirmed US state of residence or day-job occupation was found to compare against the CA graphic designer, MN lawyer/writer, or NY writer records; none obviously screams 'freelance political/culture writer' over the others, so cannot confidently pick one."
1529346075,Impolitic with John Heilemann,0,1,John Heilemann,clean_donor_unique,medium,-0.872,,,,occ=journalist|emp=john heilemann
1788891712,It's A Numbers Game with Ryan Girdusky,0,1,Ryan Girdusky,google_multi_record_merged,high,1.2223333333333333,"Political consultant, columnist/commentator, and founder/CEO of the 1776 Project PAC; a native New Yorker, career rooted in NYC-area political campaigns since 2007.",3779427275; 37450123261; 37710803546,Ryan James Girdusky,"All three records are plausibly him: two are NY (long donation history 2010-2024, and a 2022 'CEO' at 'Euporie LLC' which fits his running his own PAC/consulting entity); the third lists state 'NU' which is almost certainly a data-entry artifact rather than a different person, given identical name and era."
791564318,Jacobin Radio,0,3,Suzi Weissman,google_single_match,high,-0.994,"Broadcast journalist, historian, and Professor Emerita of Politics at Saint Mary's College of California; hosts Jacobin Radio and 'Beneath the Surface' on KPFK Los Angeles.",2229626012,Susan Weissman,"Best fit is the CA record (matches her CA/LA base), though occupation/employer are blank so confidence is moderate. The FL real-estate-broker and NY homemaker records clearly do not fit her academic/journalist profile."
791564318,Jacobin Radio,1,3,Alan Minsky,clean_donor_unique,medium,-1.02,,,,occ=program director|emp=pacifica radio
791564318,Jacobin Radio,2,3,Meleiza Figueroa,google_single_match,high,-1.156,"Urban geographer, environmental/social-justice activist and Jacobin Radio co-producer/host; was a graduate student affiliated with UC Berkeley in the Bay Area.",5000035917957712,,"Direct match: full name 'figueroa, meleiza', occupation 'student', employer 'uc berkeley', CA, active 2016-2020 — consistent with her graduate studies era. Other records (MA retiree, NY unemployed, CA Cadence Design engineer, FL Amazon manager) are namesakes."
1495251160,John Solomon Reports,0,1,John Solomon,google_no_dime_record,none,,"Investigative journalist; CEO and Editor-in-Chief of Just the News; prior senior roles at AP, Washington Post, Washington Times, Newsweek, The Hill — career centered in Washington, DC.",,John F. Solomon,"None of the three flagged donor records (NY TV executive at Lifetime Network, CA screenwriter at 20th Century Fox, CA self-employed writer) match his DC-based journalism/executive career; all appear to be unrelated same-name individuals."
1462703434,Know Your Enemy,0,2,Matthew Sitman,clean_donor_unique_via_occupation,high,-1.108,,,,occ=editor|emp=commonweal magazine
1462703434,Know Your Enemy,1,2,Sam Adler-Bell,clean_donor_unique,medium,-1.045,,,,occ=not employed|emp=nan
73329719,KQED's Forum,0,2,Mina Kim,google_no_dime_record,none,,"Broadcast journalist; host of KQED's Forum, formerly KQED evening news anchor and health reporter; based in the San Francisco Bay Area, CA; University of Michigan graduate, grew up in Newfoundland.",,,"The CA record is actually spelled 'kim, min' (different name, 'event producer' at a production company) not an exact match; the AZ and NJ 'writer' records don't fit a CA public-radio host either. No record convincingly represents her."
73329719,KQED's Forum,1,2,Alexis Madrigal,clean_donor_unique_via_occupation,high,-1.056,,,,occ=writer|emp=the atlantic
1730358737,Letters from an American,0,1,Heather Cox Richardson,clean_donor_unique_via_occupation,high,-1.058,,,,occ=executive producer|emp=cutters studios
1138657182,Liberty Lockdown,0,1,Clint Russell,unresolved_too_many_homonyms,none,,,,,"69 same-name donors, no media signal, not sent to Google"
1818658022,"Life, Liberty & Levin Podcast",0,1,Mark Levin,clean_donor_unique_via_occupation,high,-0.904,,,,occ=nan|emp=universal tv
929121341,Louder with Crowder,0,1,Steven Crowder,clean_donor_unique_via_occupation,high,0.904,,,,occ=nan|emp=oil producer
1671451793,Maiden Mother Matriarch with Louise Perry,0,1,Louise Perry,google_no_dime_record,none,,"British journalist and author (The Case Against the Sexual Revolution), co-founder of UK think tank The Other Half; based in London, UK.",,,"She is a UK national/resident with no apparent US political-donor footprint; the two DIME records are for 'perry, louis' (different spelling, male name), a US-based author in CA — an unrelated namesake, not her."
1679657705,Main Justice,0,2,Andrew Weissmann,google_multi_record_merged,high,-0.7206666666666667,"Former DOJ prosecutor (Enron Task Force, Mueller investigation), former FBI General Counsel, former Jenner & Block partner, NYU law professor and MSNBC legal analyst; co-hosts Main Justice; New York-based, formerly DC-based while at DOJ/FBI.",110800005; 110800006; 2229626166,Andrew Weissman,"The record listing employer 'Jenner & Block' in NY is a strong direct match (he was a partner there). The other two NY/DC records fit his career timeline (DC while at DOJ/FBI, NY as NYU professor/pundit post-2018). The two Texas 'Neiman Marcus sales' records ('an' and 'an iv') are clearly unrelated namesakes."
1679657705,Main Justice,1,2,Mary McCord,clean_donor_unique_via_occupation,high,-0.971,,,,occ=PHYSICIAN|emp=AMBULATORY CARE NETWORK CORP
1309354521,Majority 54,0,2,Jason Kander,google_multi_record_merged,high,-0.65,"Former Missouri Secretary of State, 2016 US Senate and 2018 Kansas City mayoral candidate, attorney, veterans' advocate (Veterans Community Project); co-hosts Majority 54; Missouri-based.",3780485207; 3780485208,,"Both MO donor records fit him: one is a joint filing with his wife Diana Kander, the other (attorney occupation) matches the exact same bonica_cid already resolved uniquely in the candidate table (cfscore -0.943), confirming these are all him."
1309354521,Majority 54,1,2,Ravi Gupta,unresolved_too_many_homonyms,none,,,,,"18 same-name donors, no media signal, not sent to Google"
1506127536,Making the Argument with Nick Freitas,0,1,Nick Freitas,google_single_match,high,1.665,"Virginia House of Delegates member, Green Beret veteran, ran for US Senate (2018) and US House; hosts Making the Argument; Virginia-based Republican politician.",35781133414,Nicholas Freitas,"Exact fit: occupation 'us senate' candidate, Virginia, 2018 — matches his actual 2018 VA US Senate primary run. The other record ('freitas, nicki', a CA teacher) is a different person, different first-name spelling and state."
1607829807,Mark Kaye Saves The Republic,0,1,Mark Kaye,clean_candidate_unique,high,0.976,,,,328/VA/local:school-board
1714009198,Mea Culpa,0,1,Michael Cohen,google_no_dime_record,none,,"Attorney, former personal lawyer/'fixer' and VP of the Trump Organization, former RNC deputy finance chairman; pled guilty to campaign-finance violations in 2018; hosts Mea Culpa; based in New York City.",,Michael Dean Cohen,"None of the two ambiguous candidate records (both NY local/state politicians) or the 17 media-flagged donor records (dispatcher, physician, various writers/producers in NY/CA/OH/CT/etc.) match his specific profile as a NYC attorney/Trump Organization executive; his known FEC-related activity does not appear among these flagged records."
1728340033,Mission Implausible,0,2,John Sipher,google_multi_record_merged,high,-1.011,"Retired 28-year CIA clandestine service officer (former Chief of Station Moscow/Serbia); now a national-security consultant (Director of Client Services at CrossLead) and co-founder of Spycraft Entertainment; co-hosts Mission Implausible; Washington, DC/Virginia area.",108763495; 445257335555,John R. Sipher,"One record is an exact employer match ('crosslead llc', VA, consultant); the second VA consultant record (2024, different consulting firm) plausibly reflects a later employer change for the same person. The Colorado trombonist and Ohio software engineer are unrelated namesakes."
1728340033,Mission Implausible,1,2,Jerry O'She,no_dime_record,none,,,,,
1568505052,MOATS with George Galloway,0,1,George Galloway,unresolved_too_many_homonyms,none,,,,,"40 same-name donors, no media signal, not sent to Google"
75462585,NBC Nightly News with Tom Llamas,0,1,Tom Llamas,no_dime_record,none,,,,,
1452065072,Newt's World,0,1,Newt Gingrich,google_multi_record_merged,high,1.3655,"Former US House Speaker (GA congressman), 2012 presidential candidate, author/commentator; hosts Newt's World; now based in McLean, Virginia.",5372518239; 34237355080,Newton Leroy Gingrich; Newton Gingrich,"The GA record (bonica_cid 5372518239) is the same one already uniquely resolved in the candidate table (cfscore 1.206). The VA record (2014-2024) fits his post-Congress relocation to McLean, VA and continued political-donor activity, so both belong to him; the candidate-side cfscore of 1.206 is likely the most authoritative single figure."
1810218232,Next Up with Mark Halperin,0,1,Mark Halperin,unresolved_too_many_homonyms,none,,,,,"11 same-name donors, no media signal, not sent to Google"
1767877239,No Gods No Mayors,0,3,Mattie Lubchansky,no_dime_record,none,,,,,
1767877239,No Gods No Mayors,1,3,Riley Quinn,clean_donor_unique_via_occupation,high,-1.137,,,,occ=writer|emp=self
1767877239,No Gods No Mayors,2,3,November Kelly,unresolved_too_many_homonyms,none,,,,,"10 same-name donors, no media signal, not sent to Google"
1515399733,No Lie with Brian Tyler Cohen,0,1,Brian Tyler Cohen,google_multi_record_merged,high,-1.072,"YouTube political commentator/podcast host, self-employed, based in Los Angeles, CA.",37682661779; 37714808810,Brian Cohen,"'Political host, self employed, CA' and 'content creator, self, CA' (both 2022-2024) directly match his YouTube commentary career. The 1992 NJ freelance-writer record predates his birth-era career and the 'Cohen, Brian S.' (MI, event producer) and 'Cohen, Brianne' (CA) records are different people."
1889705401,Nobody Knows Anything,0,1,Franklin Leonard,unresolved_too_many_homonyms,none,,,,,"43 same-name donors, no media signal, not sent to Google"
73330715,On the Media,0,2,Brooke Gladstone,google_single_match,high,-1.032,"Co-host of NPR's On the Media, employed by WNYC; based in New York.",5000036100292126,,"Direct match: employer 'wnyc', New York, 2020. The other record ('gladstone, b & n', Oregon, not employed) is an unrelated same-surname household."
73330715,On the Media,1,2,Micah Loewinger,no_dime_record,none,,,,,
1147092464,Opening Arguments,0,2,Thomas Smith,google_single_match,high,-1.015,"Comedian and podcaster; hosts/co-hosts Opening Arguments plus several other shows (Where There's Woke, Comedy Shoeshine, Dear Old Dads, Philosophers In Space).",37722796052,Tom Smith,"One record lists occupation literally as 'podcaster', self-employed, CA, 2022 — a direct fit given his profession. The many other Thomas Smith records (network engineers, insurance underwriters, AT&T employees, etc.) are unrelated namesakes among the very common name."
1147092464,Opening Arguments,1,2,Matt Cameron,google_no_dime_record,none,,"Immigration attorney, managing partner of Cameron & Micheroni & Silvia law firm in Boston; co-hosts Opening Arguments; Massachusetts-based.",,Matthew Cameron; Matthew Scott Cameron,"None of the five flagged donor records are from Massachusetts or list a legal/immigration-attorney occupation (AK stocker, WA customer solutions specialist, NY adult-website producer, CA Amazon associate producer, CA coach/activist) — all appear to be unrelated namesakes."
1843478428,Owen Report,0,1,Owen Shroyer,no_dime_record,none,,,,,
1877144831,Paul Krugman Podcast,0,1,Paul Krugman,google_cannot_disambiguate,low,,"Nobel laureate economist, NYT columnist, Distinguished Professor of Economics at CUNY Graduate Center (previously Princeton, MIT); primary residence in Princeton, NJ, with a vacation condo in St. Croix.",,Paul Robin Krugman,"Occupation/employer are blank on the FL record, so it can't be confirmed either way; his known residences are NJ (primary) and St. Croix (vacation), not Florida, making the state a weak but not disqualifying fit. The other record ('krugman, paula alexander') is a different (female) first name and clearly not him."
1702202187,Perino on Politics,0,1,Dana Perino,google_multi_record_merged,high,1.3355,"Fox News host / former White House Press Secretary and Director of Communications under George W. Bush (2001-2009), DC-based",4021288623; 5000004021288623,Dana M. Perino; Dana Marie Perino,"Both records are DC, active 2006-2008, consistent with her White House tenure; one explicitly lists occupation 'director of communications' / employer 'white house' which is her exact job in 2007-2008."
1818418128,Pod Force One,0,1,Miranda Devine,google_no_dime_record,none,,"Conservative columnist (New York Post, Daily Telegraph Sydney), Fox News contributor; career mostly in Australia (Sydney Morning Herald, Daily Telegraph) with recent US-based columns; born NYC but raised/worked Tokyo & Sydney",,M. Devine,"All four DIME 'devine, m ___' records have full first names other than Miranda (Yevette, F, Colette, Michele) in PA/DC/MD with unrelated occupations (church med assn, MSPB deputy director) -- these are different people who only fuzzy-matched on 'M Devine'."
1192761536,Pod Save America,0,4,Jon Favreau,clean_donor_unique_via_occupation,high,-0.898,,,,occ=speechwriter|emp=us senator barack obama
1192761536,Pod Save America,1,4,Tommy Vietor,google_multi_record_merged,high,-0.8887,"Pod Save America host, former Obama NSC spokesman (DC), co-founder of Fenway Strategies; later based in CA with Crooked Media.",109632670; 3478198914; 35273153358,Thomas Vietor; Tom Vietor,"DC record (67 donations, 2014-2024) matches his Obama-administration years; 'founder, Fenway Strategies, CA' (162 donations, 2016-2024) is a confirmed direct match; the sparse 2006 record likely predates his political career start but shares the same name with no conflicting info."
1192761536,Pod Save America,2,4,Jon Lovett,google_multi_record_merged,high,-1.0318,"Co-founder of Crooked Media (Pod Save America), former Obama White House/US Senate speechwriter, then TV writer in LA before launching Crooked Media in 2017 (CA).",2562818158; 30521902630; 33225102225; 33758857594; 35379747456,Jonathan Lovett,"'Speechwriter, US Senate, DC' (2008) matches his confirmed job writing for then-Senator Obama; 'co founder, Crooked Media, CA' (2018-2024, 93 donations) is an unmistakable match. The NY-listed writer/producer records are less certain on state but plausible given his early NY ties before moving to LA."
1192761536,Pod Save America,3,4,Dan Pfeiffer,google_single_match,high,-1.085,"Pod Save America co-host, former Obama White House communications director; writer, based in the Bay Area, CA.",37711789433,Daniel Pfeiffer,"'Writer, self employed, CA' matches his post-White House career and California residence. The 'Danuta Pfeiffer' Oregon winery record is a different first name/person entirely."
